location	text	user_id	weibo_created_at
[39.680645, 116.762489]	有你在等我！再累都不会觉得疲惫！只要在路上，即使晚点，总会到达！@樂小乐是我 我在:http://t.cn/zRGiSq2	2506658493.0	Fri Oct 11 21:08:54 +0800 2013
[39.694874, 116.107904]	'【粥对疾病的预防作用】胡萝卜粥可以预防高血压；薏米粥可以预防癌症；羊肉粥、生姜粥可以预防慢性气管炎；荷叶粥、绿豆粥可以预防中暑；燕麦粥能够降血脂、血压和甘油三脂。对于吃惯大鱼大肉的人，适当喝一些野菜粥，可以增加维生素，滋阴补肾，调节生理机能。 我在:http://t.cn/z8H6d3u	3193979937.0	Fri Oct 11 12:57:01 +0800 2013
[39.697415, 116.403788]	这个世界那么小，我们就这样遇见，这世界那么大，我们分开就不会相见 我在:http://t.cn/zR78cpi	3128606625.0	Fri Oct 11 21:58:28 +0800 2013
[39.695491, 116.409996]	有些事明知道做了也没用,不过还是做了,就像当初做试验多贴好多应变片一样吧,不做睡不着啊,突然感觉自己真是一点没变 我在:http://t.cn/zRGSeg0	1171741823.0	Fri Oct 11 22:40:42 +0800 2013
[39.693319, 116.653808]	每天都有豆角，不是炖就是炒丝，今天好不容易不吃豆角了结果不炒菜了就吃包子和稀饭，我说炒个土豆丝吧还让我少炒，可知道一家四口人才吃一个菜还让少炒。 我在:http://t.cn/zRGctnS	2792260395.0	Fri Oct 11 18:34:54 +0800 2013
[39.690342, 116.696827]	#MIUI更新#你见或者不见，MIUI就在那里，不断优化。你爱或者不爱，MIUI就在那里，不断改进。你刷或不刷，MIUI就在那里，每周更新。来MIUI，一起刷机，默然相爱，寂静欢喜。我刚升级到最新版MIUI-3.10.11。http://t.cn/zRbHwxZ 我在:http://t.cn/zRGcbEQ	3846505203.0	Fri Oct 11 18:33:27 +0800 2013
[39.706802, 116.314209]	为什么老是曲解我？为什么老是怀疑我，为什么不能像其它人那样高高兴兴的，为什么就不能耐心点？为什么老是去伤害我。[生病][生病] 我在:http://t.cn/zRGc8Cy	3173129923.0	Fri Oct 11 18:45:14 +0800 2013
[39.6964863, 116.322202]	你只需记住，没有哪次行动会带来100%的失败。所以，朝着正确的方向，立刻开始行动吧！刚开始你会遇到巨大的阻力，继续走下去，旅途就会变得越来越轻松。什么都有可能的。 我在这里:http://t.cn/z8LW8Pz	2091279853.0	Fri Oct 11 20:56:41 +0800 2013
[39.701237, 116.379219]	2013之10.11:北京第三天。逛了王府井大街，带着85岁的奶奶逛着最时髦的商场，一天下来，看遍周围，最老的莫过于她了。带上时髦的眼镜和帽子，满脸慈祥的笑容渗透着幸福，感谢上帝的恩典，生于1928年的她，今天的一切谁曾想到，没有不可能，只要敢于梦想！阿门！ 我在:http://t.cn/zRGoo0q	2629082950.0	Fri Oct 11 22:53:08 +0800 2013
[39.716314, 116.115709]	擦脸油和洗面奶，护发素和洗发水的外包装差距有多大，你就有多脑残 我在:http://t.cn/zRGKrZL	1951550787.0	Fri Oct 11 23:24:21 +0800 2013
[39.718655, 116.123207]	昨天去产检了。。宝宝很健康呢。照b超的时候还调皮的眨眼睛、吧唧嘴、动来动去、之前一直对于这个突如其来的小东西只有不安、和没完没了的孕吐、各种难受、昨天才觉得还是值得的…还有就是觉得自己好伟大…哈哈～ 我在:http://t.cn/zRbeSFD	2397625127.0	Fri Oct 11 10:07:50 +0800 2013
[39.711433, 116.138221]	#加妮儿sunny辅食记# 10Md317下午点心：香蕉小米糕（10M+，小宝只用蛋黄）=1个鸡蛋+小米+香蕉  Tips： 1、小米请提前浸泡一晚 2、香蕉打成泥再和小米混合充分搅打成稠糊 3、蛋清放无水容器里打发蛋白成直立状 4、材料可以根据自己现有食材替换搭配 我在:http://t.cn/zRGywRC	2040125687.0	Fri Oct 11 15:29:53 +0800 2013
[39.717577, 116.156807]	嗓子略略有些痛、下午上了健美课，肌肉男的却高端大气上档次，不过他们的声音让我有些hold不住、。萝卜白菜各有所爱、我依然相信爱情、快乐单身、聪明恋爱~ 我在:http://t.cn/z8Ikd9g	2997843987.0	Fri Oct 11 23:25:29 +0800 2013
[39.711338, 116.280891]	全世界最让我感动的三句话：我给你带好吃的。我请你吃好吃的。我带你去吃好吃的！ 我在:http://t.cn/zRGCLtv	2990817723.0	Fri Oct 11 23:53:11 +0800 2013
[39.709679, 116.313843]	如果你真的很爱很爱她那就尝试去包容，不是那样说么，把自己的女人宠的无法无天这样就不会有别的男人跟你抢了，婚姻本来就是一件很难的事，如果一点小事都忍不了，那怎么给人家未来？？？少年加油。 我在:http://t.cn/zRGJCpc	3173129923.0	Fri Oct 11 20:49:18 +0800 2013
[39.714202, 116.348762]	我是八零后，现在尽然被小6岁小正太追~惶恐惶恐[吃惊][吃惊][吃惊] 我在:http://t.cn/zRGKm5T	3613078681.0	Fri Oct 11 23:22:35 +0800 2013
[39.715209, 116.37578]	服了，大晚上待着不走，是你家么？跟你有什么关系么？我老爸走了，你就可以抽他的烟了么？谁呀你，[怒][怒][怒][怒] 我在:http://t.cn/zRGJiyI	3764106471.0	Fri Oct 11 20:46:15 +0800 2013
[39.718281, 116.41835]	看淡，就是好心境；想开，就有好心情。凡事都是多棱镜，不同的角度，看到不同的结果。一个苹果，有人喜欢赏玩其色泽，有人想品尝其美味。你在乎的，对你来说，就是好的。时过境迁，曾经苦苦盼望的，在今天也许一文不值。繁华三千，看淡即是云烟；烦恼无数，想开就是晴天。 我在:http://t.cn/zRGX7S5	2906353793.0	Fri Oct 11 21:41:46 +0800 2013
[39.727173, 116.091152]	快去看看吧jiale98.com又便宜又好看质量还好，新朋友注册还送代金券快去看看吧。（家乐商城） 我在这里:http://t.cn/z8UPrcx 我在:http://t.cn/zRGfkEI	3809566212.0	Fri Oct 11 19:36:21 +0800 2013
[39.725051, 116.146842]	设计，有着人情的关怀，精神的触摸;看的见身边朴实与谦卑，望的见远处的闪亮与尊贵;当奔走在城市的最前端，有谁会把生命奉献给灵魂？再看街拍鼻祖比尔·宁安（Bill Cunningham)的记录片 我在:http://t.cn/zQrvdOT	2451420132.0	Fri Oct 11 23:51:53 +0800 2013
[39.729572, 116.14265]	圆满完成任务@(￣-￣)@这个周末要奋斗@(￣-￣)@，下周一学生手册考试@(￣-￣)@周二宿舍卫生@(￣-￣)@周三军理安全知识考试@(￣-￣)@求过T^T@考神  睡了晚安[月亮][月亮][月亮] 我在这里:http://t.cn/z8AUByp	3245479624.0	Fri Oct 11 23:59:17 +0800 2013
[39.729572, 116.14265]	明天就让某些人看看什么是真正的体育特长生，最看不起那些装逼的人了！！！ 我在这里:http://t.cn/z8AUByp	2490018405.0	Fri Oct 11 21:02:13 +0800 2013
[39.729572, 116.14265]	表示最近两年诺贝尔文学奖的得主的作品没有一个爱看的。莫言的《生死疲劳》和《蛙》在书店看过一遍就没再看第二遍。那些跟风买书却不看还在叫嚣的人，你们够了。艾丽丝门罗？？呵呵。敢问今天她获奖消息爆出前那些表示喜欢她祝贺她的人究竟有几个读过她的书？ 我在这里:http://t.cn/z8AUByp	1950848184.0	Fri Oct 11 09:25:30 +0800 2013
[39.729568, 116.169434]	目测周六周日有做不完的事儿，打疫苗，运动会排练，京工演讲团初试，各种作业，第二次专业大会。加油！ 我在这里:http://t.cn/z8AxDyV	1212992862.0	Sat Oct 12 00:00:41 +0800 2013
[39.7215156555, 116.166679382]	我好想你们。在这边各种挫败感。[悲催]@江帆_ @你是心底最深处的秘密 我在这里:http://t.cn/z84wK7z	2917657561.0	Fri Oct 11 23:52:11 +0800 2013
[39.717874, 116.265971]	#带着微博去旅行##旅行最美风景照#蔡暘说:我穿越四季，只为你融化，谢谢你，敢与我相爱。 我在:http://t.cn/zRGqU80	2804796473.0	Fri Oct 11 17:20:19 +0800 2013
[39.719478, 116.27524525]	我们都肆无忌惮的在挥霍青春 岁月在我们脸庞刻下的一刀一划 我们却浑然不知 我在:http://t.cn/zRGCvjU	2054519412.0	Fri Oct 11 23:49:58 +0800 2013
[39.718039, 116.439822]	别丧气，总会有一件好运的事儿发生在你身上，接着就是一百件扫兴的事儿。 我在:http://t.cn/zRGaYFA	2813720522.0	Fri Oct 11 22:15:04 +0800 2013
[39.726254, 116.480263]	#爸爸去哪儿#还不错哦，果然很棒！ http://t.cn/z8ty82C 我在:http://t.cn/zRGo9cj	1911443793.0	Fri Oct 11 22:53:46 +0800 2013
[39.72142, 116.535238]	我躺在床上玩手机，你们在干嘛？睡不着好无聊[思考][思考] 我在:http://t.cn/zRyozX2	3628296110.0	Fri Oct 11 23:47:38 +0800 2013
[39.723663330078, 116.70613861084]	来听听我唱的《祝你一路顺风》,击败了全国77%的人. 试听地址 >> http://t.cn/zRGCzdr (通过 #唱吧#录制)	1837738515.0	Fri Oct 11 23:51:34 +0800 2013
[39.719686, 116.74494]	“无心插柳柳成阴”这种事只有在电视剧上才会出现吧,谁能不努力就成功???有嘛??? 我在:http://t.cn/zRbrFef	2553606344.0	Fri Oct 11 09:17:01 +0800 2013
[39.736884, 116.100422]	我用一天一夜的时间把想法变成一个决定，如果时间不够，今夜无眠，继续巩固这个决定！重生亦或堕落 我在:http://t.cn/zRGKHIa	2759179793.0	Fri Oct 11 23:20:14 +0800 2013
[39.729572, 116.14265]	真正的需要就是想，当你想就代表你需要，尽量满足自己想的，也就不再那么需要。 我在这里:http://t.cn/z8AUByp	3177229465.0	Fri Oct 11 18:12:27 +0800 2013
[39.726212, 116.127632]	大喜大悲看清自己，大起大落看清朋友。没有一个足够宽容的心，就看不到一个春光明媚的世界。 我在这里:http://t.cn/zRGAgA2	1870403301.0	Fri Oct 11 14:38:32 +0800 2013
[39.729572, 116.142647]	原来真有传说中的＂十全大补丸＂呀！[震惊][震惊][震惊] 我在这里:http://t.cn/z8AUByp	1250757180.0	Fri Oct 11 10:52:33 +0800 2013
[39.735694, 116.147377]	你是我眼里心间一颗明亮的星，我只是喜欢看你，黑漆漆的幕布上，你独自闪耀，或是陪云朵周游，在银河的哪一边，对我来说都是一样的。 我在这里:http://t.cn/zRGiKkk	2387023314.0	Fri Oct 11 21:09:51 +0800 2013
[39.729572, 116.142647]	今天陪孩子去医院打针，孩子不愿意拗不过我还是跟着去了。 打针的时候熊孩子害怕各种哀求我无果。 护士要动手的时候那个闹 阿姨你慢点，阿姨你好漂亮， 哎呦，阿姨我CNM........... [哈哈][爱你][爱你][爱你] 我在这里:http://t.cn/z8AUByp	3104472361.0	Fri Oct 11 18:03:25 +0800 2013
[39.729572, 116.14265]	这是一个关于东东的故事@大海中的武者-东月月鸟 @Minssica 我在这里:http://t.cn/z8AUByp	2194025842.0	Fri Oct 11 13:50:49 +0800 2013
[39.729572, 116.14265]	昨天打无名，第一次p3的时候mt突然倒了……之后分析原因，看乘伤记录，发现总共无名打了7下，四下普通攻击平均5w，然后会心一击18w直接秒了……mt无比诧异的同时，指挥说还行你还格挡了两下…顿时大家都感叹，天策真是战士啊…战士啊…】、具体数据大概就是这样… 我在这里:http://t.cn/z8AUByp	1774193194.0	Fri Oct 11 09:53:41 +0800 2013
[39.723022, 116.160041]	明天运动会～～～我这从小没有运动细胞的居然也要参加～～～ 我在:http://t.cn/zRGKAzJ	3264684845.0	Fri Oct 11 23:06:50 +0800 2013
[39.728712, 116.166204]	塔读ID:td33487852，我爱古言，我在塔读看小说 我在:http://t.cn/zRb1Otd	3659155353.0	Fri Oct 11 08:22:46 +0800 2013
[39.735826, 116.17688]	慢慢觉得，并且坚定，未来的路并不是毕业了找工作这么简单…… 我在:http://t.cn/z8NfaI5	3847851072.0	Fri Oct 11 23:19:27 +0800 2013
[39.73476, 116.188278]	哇，百度里面说你结的果实叫火龙果！！！火龙果！！！老公狂笑：老子500块买了一盆火龙果！！！[嘻嘻] 我在:http://t.cn/zRGaxSm	2127345605.0	Fri Oct 11 22:08:59 +0800 2013
[39.729527, 116.31571]	别怕烦，别怕难。调整心态，好好学习。。。[月亮][月亮][月亮] 我在:http://t.cn/zRGoYoq	1987926893.0	Fri Oct 11 22:56:42 +0800 2013
[39.724705, 116.333229]	有的时候想到你，所有的烦心事全部没有了。心情永远平静。@雪地里的红兔子  我在:http://t.cn/zRGCcy6	3186856053.0	Fri Oct 11 23:56:42 +0800 2013
[39.73082, 116.3338]	这年头去医院看病真叫人抓狂，排队能排死！[抓狂][抓狂][抓狂] 我在这里:http://t.cn/z8A6WZj	1888498465.0	Fri Oct 11 11:17:35 +0800 2013
[39.725052649, 116.34161597]	地址给我 我给你们寄个明信片@魏乐乐乐乐 @李小飘YWH @奈丶何以 @原谅我一生不羁放纵爱吃肉vv @昨夜爱你成疯- 我在这里:http://t.cn/z8AKnaI	2026326722.0	Fri Oct 11 10:05:54 +0800 2013
[39.731838, 116.348778]	中国的传统音乐真心不错 他们合奏的更不错 让我想起来大学那会儿我们一块儿合奏 必须用心去听每个人弹 稍微有点不注意整个儿节奏都错拍 真心希望中国的传统乐器音乐一直流传下来 其实每个人静下心来去听 音乐很美 我在这里:http://t.cn/z8yIWco	1876291361.0	Fri Oct 11 23:50:31 +0800 2013
[39.731239, 116.371506]	看到别人的腿也被咬成我这样！为什么会有一点点开心呢？？？[偷笑][偷笑] 我在:http://t.cn/zRGoRq9	1811076554.0	Fri Oct 11 22:58:36 +0800 2013
[39.727845, 116.40774]	#MIUI天气# 今天大兴空气质量指数为102, 轻度污染。儿童、老人及心脏、呼吸系统疾病患者人群应该减少长时间、高强度的户外锻炼。 2013-10-11 13:00发布。 我在:http://t.cn/zRG2wFB	2307522127.0	Fri Oct 11 14:43:36 +0800 2013
[39.726633, 116.450678]	小米的微信手机交流居然是这样，我想要的回答，失望。下次去买vivo的，人家的服务就是赞。@小米公司 @小米手机 我在:http://t.cn/zRGh1Wl	1834680811.0	Fri Oct 11 12:38:26 +0800 2013
[39.723335, 116.464783]	感情里，总会有分分合合；生命里，总会有来来去去。学会：浅喜欢，静静爱，深深思索，淡淡释怀。 我在:http://t.cn/zRb3aY9	3782849433.0	Fri Oct 11 07:51:34 +0800 2013
[39.739093, 116.537145]	#首长不喜欢被超车#说句不好听的:魔术之乡历来都是这么奇葩！ http://t.cn/zRbcbBo 我在:http://t.cn/z8MZ5LE	1991960745.0	Fri Oct 11 17:56:19 +0800 2013
[39.735179, 116.703987]	同学都尼玛领证了，我不想被剩下，可对象在哪里。。。。。。 我在:http://t.cn/zRGh34d	3178668345.0	Fri Oct 11 12:37:49 +0800 2013
[39.745924, 116.085152]	//@大尸凶的漫画: 把一个孩子的模仿说成抄袭，把一个妻子的评论说成默认！国人最擅长的是：向权贵哈腰，向弱者举刀。强强颜色再亮，也画不出成人内心的阴暗，强强画笔再灵活，也勾不出成人肮脏的嘴脸。对子骂父，人所不齿，对妻骂夫，太监所为. (本微博转) 我在:http://t.cn/zRGS4sl	2681409947.0	Fri Oct 11 22:25:58 +0800 2013
[39.73487, 116.11429]	徐永老师，你这翘臀~@贺宇威 @黄嘉钰爱容和爱top爱灿烈 @昌琪要为高三好好努力了 @圈圈还是留长头发吧 @郑力中不是个好学长 @何可ke 我在:http://t.cn/zRGK4mq	3278004685.0	Fri Oct 11 23:13:23 +0800 2013
[39.747631, 116.150299]	超给力的真狐狸围脖又开始热卖啦。灰色深灰色两种。都是用真狐狸皮毛做成，只有眼珠是假的。快来下手吧。戴上真的美呆了！特加¥280。一条。快下手吧！！！一手货源！微信：1534340824！@邪恶宝宝团购网 @Meng萌萌萌姐  我在:http://t.cn/zRGoQLU	2128381093.0	Fri Oct 11 22:57:44 +0800 2013
[39.739012, 116.170641]	一旦认定就真心实意对他好，死心塌地无怨无悔，可以为了他欺骗爸妈，独自坐很久车去找他，也更认真规划未来，就连说起他一大堆你不满意的地方都是笑着。可是也会失望有委屈，偏偏又是忍着不说不撒娇不闹脾气的女子，怪谁呢。愿我们都好[心]与闺蜜共勉[心] 我在:http://t.cn/zR7CLfR	1891153937.0	Fri Oct 11 23:33:51 +0800 2013
[39.746544, 116.313202]	@月老赐婚  这是第二次了，麻烦您老赶紧给我找一个吧，年龄20，身高158，现在北京上班，求月老给我介绍一个长相白净，单眼皮的男生， 主要是有责任心就好。 我在:http://t.cn/zRGKeSj	3219978120.0	Fri Oct 11 23:25:31 +0800 2013
[39.748375, 116.321876]	闺蜜在澳大利亚三年了，想一起代购当地的ugg，保健品，绵羊油，那里的保健品很便宜，而且ugg等都是正品，不知道有木有人喜欢这些？或者，大家喜欢什么可以说说 我在:http://t.cn/zR2DTzX	1663221857.0	Fri Oct 11 23:59:05 +0800 2013
[39.744887, 116.320872]	越有故事的人越沉静简单，越肤浅单薄的人越浮躁不安。真正的强者，不是没有眼泪的人，而是含着眼泪依然奔跑的人。我们要敢于背上超出自己预料的包袱，努力之后，你会发现自己要比想象的优秀很多。—— 浅月《无惧人生》 我在:http://t.cn/z8NZhP9	1663221857.0	Fri Oct 11 09:38:18 +0800 2013
[39.748001629, 116.3265523]	这是学校搞的最大的一次晚会了吧？太霸气了～终于在体育馆办了[泪]@一只闲熊 @奥特曼的象棋 @大卫碧咸-没有鱼丸 我在这里:http://t.cn/z82CIWQ	1929678352.0	Fri Oct 11 19:25:59 +0800 2013
[39.743553, 116.332359]	最近消化系统特别好，总觉着饿[馋嘴]给点儿吃的吧[蛋糕][西瓜][咖啡][冰棍][干杯]一样来点[笑哈哈][好喜欢][求关注] 我在:http://t.cn/zRG5BWj	3773652073.0	Fri Oct 11 18:00:14 +0800 2013
[39.738855, 116.337834]	如果你要引人注目，就要使得自己成为一棵树，傲立于大地之间；而不是做一颗草，你见过谁踩了一棵草，还抱歉地对草说：对不起？ 我在:http://t.cn/zRGKQxq	3519665682.0	Fri Oct 11 23:20:40 +0800 2013
[39.743385, 116.346992]	other ability can also make success，most people do 我在:http://t.cn/zRGKZYg	2136575333.0	Fri Oct 11 23:06:18 +0800 2013
[39.73759, 116.35702]	明天还得上班呢，都记得开闹铃！！！[泪流满面][泪流满面][泪流满面]@Babyheart的微博 @阿不就是我-Tracy @不不nono妈 @除了吃还真没有什么才艺了 @別让夣醒來 @打瞌睡的妞儿 @幻化成月曦 @胡小咩咩酱 @NO不爷NO @PPsubred @V咪兔V @唯伊若风 @yan-baby-0304 我在这里:http://t.cn/z8AQhB2	1144390733.0	Fri Oct 11 22:44:20 +0800 2013
[39.746479, 116.445862]	梦见谢霆锋和王菲同居了！你俩快点在一起吧！内什么！太操心了@veggieg  我在:http://t.cn/zRbF6wh	1702431021.0	Fri Oct 11 11:02:56 +0800 2013
[39.740173, 116.542839]	今天第一次面试有点小紧张，想继续下去，又不想，有点矛盾。 我在:http://t.cn/zRGKcsK	2477193455.0	Fri Oct 11 23:10:54 +0800 2013
[39.74824142, 116.56774902]	我在这里：#金地格林小镇6#拿自己的热脸贴对方的冷屁股，还总认为自己还做得不够好... 在自己眼里，这是爱； 在对方眼里，这是烦； 在别人眼里，这是贱。。 我在:http://t.cn/zRbHbrv	1891621527.0	Fri Oct 11 00:39:53 +0800 2013
[39.749393, 116.57222]	2013-10-11 06:06 10月11日5时50分，#G2京沪高速-北京段#从江都到高邮八桥由上海往北京方向，由于雾，禁止车辆驶入高速。	2668894137.0	Fri Oct 11 06:06:49 +0800 2013
[39.747913, 116.646766]	梦是什么？梦，不能做得太深，深了，难以清醒；话，不能说得太满，满了，难以相通；长大了，懂事了，心却不得不复杂起来了。历经曲折，尝尽百苦之后，还是觉得淡然最好，简单最快乐。人生之事，计较越多，烦恼越多，淡然，才是一种彻悟解脱。 我在:http://t.cn/zRbDYr1	3810368695.0	Fri Oct 11 10:30:05 +0800 2013
[39.745747, 116.659546]	人类对未知世界的探索就像一段旅程吧。有人擅长走平路，有人擅长爬陡坡，有人能借助好的工具、以前所未有的速度前行。好像大家关注的核心是谁能走的更快，走的更远。而如果以宇宙终极的奥义为目标前行，就会发现现在的目标是多么渺小。 我在:http://t.cn/zRb1O6q	1077881867.0	Fri Oct 11 08:29:51 +0800 2013
[39.744656, 116.67495]	找不到一个拥抱的理由〜@谢娜 娜姐，其实李泰唱歌挺好听的哈[爱你][爱你][爱你] 我在:http://t.cn/zRG6EDS	2786956851.0	Fri Oct 11 21:36:01 +0800 2013
[39.747714, 116.099899]	宾馆退房，服务员来查房，发现窗帘上有三个洞，于是要求一个洞赔50元。这哥们问：“确定一个洞50元吗？”服务员点点头。只见这个2货拿起烟头把窗帘上的三个小洞烫成了一个大洞，然后给了服务员50块，说“能省一百就省一百吧”。 我在:http://t.cn/zRGIIGu	3209373613.0	Fri Oct 11 19:42:18 +0800 2013
[39.746, 116.13014]	有人说把第一次给最爱的人。有几个人做到了！都是一时的疯狂，其实现在的人都随随便便。。。。有几个是处女。。。现在有多少个是处男！！！！ 我在:http://t.cn/zRG9vav	3026595024.0	Fri Oct 11 23:27:35 +0800 2013
[39.7485015897, 116.143176827]	哎呦喂！舒服死鸟。老公刚刚给我浑身做了按摩，太舒服了，浑身热热的。不过，通过按摩我觉得我的后颈和腰肯定有严重的问题，按的时候我疼的死去活来的。人不大，估计毛病不少，锻炼吧！加油！不过谢谢老公，么么！ 我在这里:http://t.cn/z8AtlRv	2060801715.0	Fri Oct 11 23:29:44 +0800 2013
[39.750778, 116.18251]	有话一定要跟我直说，否则我连你在跟我打哑迷都不知道。后知后觉后劲不小。 我在:http://t.cn/zRGCig1	1849546055.0	Fri Oct 11 23:59:42 +0800 2013
[39.753429, 116.209037]	我在这里:#北京北京市房山区#祝哥哥新婚快乐[男孩儿][女孩儿] http://t.cn/zRGb0sI	2043502401.0	Fri Oct 11 16:43:49 +0800 2013
[39.750511169434, 116.25954437256]	来听听我唱的《最炫民族风》,击败了全国12%的人. 试听地址 >> http://t.cn/zRG6I0N (通过 #唱吧#录制)	3314697671.0	Fri Oct 11 21:27:24 +0800 2013
[39.758373, 116.311965]	#爸爸去哪儿#太好看了，宿舍人都爱看。 http://t.cn/z8ty82C 我在:http://t.cn/zRGCxMK	3167737541.0	Fri Oct 11 23:58:48 +0800 2013
[39.75364, 116.32114]	就是突然觉得自己好可怜、什么时候有个男朋友就好了、有人关心我吃没吃，渴不渴，怕不怕、闷不闷、累不累、难过还是快乐，我好想要个男朋友啊！ 我在:http://t.cn/zRGIa2V	2105701831.0	Fri Oct 11 19:44:31 +0800 2013
[39.748001629, 116.3265523]	谢谢612全体，谢谢各位陪伴我到现在#二十岁那年我想谢谢你# 我在这里:http://t.cn/z82CIWQ	1788837117.0	Fri Oct 11 21:04:02 +0800 2013
[39.744887, 116.320872]	生活中我们不能太聪明了，看谁都有毛病，看谁都是妖精，却看不见自己长着一身毛，看得太清，看得太真，给自己的生活带来不必要的麻烦和困惑，其实，我们有时候犯点啥，装点糊涂会让生活更轻松，更快乐，有句俗话说的好，做个悲伤的智者，不如做个开心的傻子。 我在:http://t.cn/z8NZhP9	1663221857.0	Fri Oct 11 09:35:17 +0800 2013
[39.757857, 116.335836]	找了好几天了！哪里有黑枣呐？说誰知道啊？我好着急。黑枣，黑枣哪里有？ 我在:http://t.cn/zRbF35U	3637130280.0	Fri Oct 11 11:10:52 +0800 2013
[39.748413, 116.359342]	半年多了，再一次面对生与死，你心里忆起的还是她？别傻了。。 Nevermind, I'll find someone like you. I wish nothing but the best, for you too. 有时候爱情能永远，但有时又如此伤人。。 我在:http://t.cn/zRAGfBf	1838933833.0	Fri Oct 11 22:04:42 +0800 2013
[39.75257, 116.5567]	今晚要不要通宵……已经威猛的把时间缩成一半了！什么都不顾了！[困]][ok][困]赶快完成作业。。 我在这里:http://t.cn/z8AbfxY	1919864037.0	Fri Oct 11 23:57:48 +0800 2013
[39.75257, 116.5567]	一个人泡脚的时候特别怀念大家一起泡脚的日子@开心的唧唧歪歪 @youyouliwei @C-lifeforce @josemiss 我在这里:http://t.cn/z8AbfxY	2013059814.0	Fri Oct 11 20:24:26 +0800 2013
[39.75257, 116.5567]	世间有许多美好的东西，但真正属于自己的却并不多。在这个纷绕的世俗世界里，能够学会用一颗平常的心去对待周围的一切，也是一种境界。 我在这里:http://t.cn/z8AbfxY	3200907972.0	Fri Oct 11 08:00:03 +0800 2013
